scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
251,207,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'East Asia')]",324,90656,1.0,1.0,1.0,1.0
252,208,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'South Asia')]",213,90656,1.0,1.0,1.0,1.0
253,209,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Southeast Asia')]",218,90656,0.0,1.0,1.0,0.5
254,210,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Middle East & Anatolia')]",205,90656,1.0,1.0,1.0,1.0
255,211,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Oceania')]",180,90656,0.0,1.0,1.0,0.5
256,212,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",94,90656,0.0,1.0,1.0,0.3333333333333333
257,213,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Caribbean')]",74,90656,0.0,1.0,1.0,0.2
258,214,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",35,90656,0.0,0.0,1.0,0.16666666666666666
259,215,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'oven')]",24324,90656,1.0,1.0,1.0,1.0
260,216,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'pot')]",19307,90656,1.0,1.0,1.0,1.0
261,217,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'pan')]",19183,90656,1.0,1.0,1.0,1.0
262,218,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'no cook')]",3307,90656,1.0,1.0,1.0,1.0
263,219,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'barbecue')]",5450,90656,1.0,1.0,1.0,1.0
264,220,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'air fryer')]",34,90656,0.0,0.0,0.0,0.047619047619047616
265,221,"[('HasCarbLevel', 'Low Carb'), ('usesCookingMethod', 'microwave')]",2520,90656,1.0,1.0,1.0,1.0
266,222,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'oven')]",13012,90656,1.0,1.0,1.0,1.0
267,223,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'pot')]",11304,90656,1.0,1.0,1.0,1.0
268,224,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'pan')]",8142,90656,1.0,1.0,1.0,1.0
269,225,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'no cook')]",984,90656,1.0,1.0,1.0,1.0
270,226,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'barbecue')]",1249,90656,1.0,1.0,1.0,1.0
271,227,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'air fryer')]",9,90656,0.0,0.0,0.0,0.012195121951219513
272,228,"[('HasCarbLevel', 'Medium Carb'), ('usesCookingMethod', 'microwave')]",1273,90656,1.0,1.0,1.0,1.0
273,229,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'oven')]",4025,90656,1.0,1.0,1.0,1.0
274,230,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'pot')]",4252,90656,1.0,1.0,1.0,1.0
275,231,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'pan')]",3091,90656,1.0,1.0,1.0,1.0
276,232,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'no cook')]",284,90656,1.0,1.0,1.0,1.0
277,233,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'barbecue')]",386,90656,1.0,1.0,1.0,1.0
278,234,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,0.0,0.0013698630136986301
279,235,"[('HasCarbLevel', 'High Carb'), ('usesCookingMethod', 'microwave')]",417,90656,1.0,1.0,1.0,1.0
280,236,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie')]",16010,90656,1.0,1.0,1.0,1.0
281,237,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Medium Calorie')]",2026,90656,1.0,1.0,1.0,1.0
282,238,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'High Calorie')]",85,90656,1.0,1.0,1.0,1.0
283,239,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Low Calorie')]",19277,90656,1.0,1.0,1.0,1.0
284,240,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Medium Calorie')]",21654,90656,1.0,1.0,1.0,1.0
285,241,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'High Calorie')]",451,90656,0.0,1.0,1.0,0.5
286,242,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Low Calorie')]",339,90656,1.0,1.0,1.0,1.0
287,243,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Medium Calorie')]",19534,90656,1.0,1.0,1.0,1.0
288,244,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'High Calorie')]",9143,90656,1.0,1.0,1.0,1.0
289,245,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast')]",1439,90656,1.0,1.0,1.0,1.0
290,246,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'lunch')]",4155,90656,1.0,1.0,1.0,1.0
291,247,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'dinner')]",5242,90656,1.0,1.0,1.0,1.0
292,248,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'snack')]",2143,90656,1.0,1.0,1.0,1.0
293,249,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'dessert')]",3207,90656,1.0,1.0,1.0,1.0
294,250,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'starter')]",3475,90656,1.0,1.0,1.0,1.0
295,251,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'brunch')]",1515,90656,1.0,1.0,1.0,1.0
296,252,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'drink')]",1371,90656,1.0,1.0,1.0,1.0
297,253,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'breakfast')]",2871,90656,1.0,1.0,1.0,1.0
298,254,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'lunch')]",9579,90656,1.0,1.0,1.0,1.0
299,255,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'dinner')]",17559,90656,1.0,1.0,1.0,1.0
300,256,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'snack')]",3494,90656,1.0,1.0,1.0,1.0
301,257,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'dessert')]",8227,90656,1.0,1.0,1.0,1.0
302,258,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'starter')]",5713,90656,1.0,1.0,1.0,1.0
303,259,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'brunch')]",3856,90656,1.0,1.0,1.0,1.0
304,260,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'drink')]",358,90656,1.0,1.0,1.0,1.0
305,261,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'breakfast')]",1151,90656,1.0,1.0,1.0,1.0
306,262,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'lunch')]",5289,90656,1.0,1.0,1.0,1.0
307,263,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'dinner')]",16090,90656,1.0,1.0,1.0,1.0
308,264,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'snack')]",1920,90656,1.0,1.0,1.0,1.0
309,265,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'dessert')]",4529,90656,1.0,1.0,1.0,1.0
310,266,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'starter')]",2929,90656,1.0,1.0,1.0,1.0
311,267,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'brunch')]",2660,90656,1.0,1.0,1.0,1.0
312,268,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'drink')]",120,90656,1.0,1.0,1.0,1.0
313,269,"[('HasFatLevel', 'Low Fat'), ('hasDietType', 'Vegetarian')]",6410,90656,1.0,1.0,1.0,1.0
314,270,"[('HasFatLevel', 'Low Fat'), ('hasDietType', 'Vegan')]",4726,90656,1.0,1.0,1.0,1.0
315,271,"[('HasFatLevel', 'Low Fat'), ('hasDietType', 'Paleo')]",31,90656,0.0,1.0,1.0,0.3333333333333333
316,272,"[('HasFatLevel', 'Low Fat'), ('hasDietType', 'Standard')]",6699,90656,1.0,1.0,1.0,1.0
317,273,"[('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Vegetarian')]",15533,90656,1.0,1.0,1.0,1.0
318,274,"[('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Vegan')]",3258,90656,1.0,1.0,1.0,1.0
319,275,"[('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Paleo')]",245,90656,1.0,1.0,1.0,1.0
320,276,"[('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Standard')]",21770,90656,1.0,1.0,1.0,1.0
321,277,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Vegetarian')]",7182,90656,1.0,1.0,1.0,1.0
322,278,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Vegan')]",722,90656,1.0,1.0,1.0,1.0
323,279,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Paleo')]",868,90656,1.0,1.0,1.0,1.0
324,280,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Standard')]",19901,90656,1.0,1.0,1.0,1.0
325,281,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'North America')]",8615,90656,1.0,1.0,1.0,1.0
326,282,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Global')]",3379,90656,1.0,1.0,1.0,1.0
327,283,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Mediterranean Europe')]",1501,90656,1.0,1.0,1.0,1.0
328,284,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Northern/Western Europe')]",1235,90656,1.0,1.0,1.0,1.0
329,285,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Latin America')]",726,90656,1.0,1.0,1.0,1.0
330,286,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'East Asia')]",746,90656,1.0,1.0,1.0,1.0
331,287,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'South Asia')]",499,90656,1.0,1.0,1.0,1.0
332,288,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Southeast Asia')]",273,90656,0.0,1.0,1.0,0.5
333,289,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Middle East & Anatolia')]",376,90656,0.0,1.0,1.0,0.5
334,290,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Oceania')]",314,90656,1.0,1.0,1.0,1.0
335,291,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",185,90656,1.0,1.0,1.0,1.0
336,292,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Caribbean')]",118,90656,1.0,1.0,1.0,1.0
337,293,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",95,90656,0.0,1.0,1.0,0.2
338,294,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'North America')]",21473,90656,1.0,1.0,1.0,1.0
339,295,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Global')]",5197,90656,1.0,1.0,1.0,1.0
340,296,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Mediterranean Europe')]",4427,90656,1.0,1.0,1.0,1.0
341,297,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Northern/Western Europe')]",3110,90656,1.0,1.0,1.0,1.0
342,298,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Latin America')]",1720,90656,1.0,1.0,1.0,1.0
343,299,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'East Asia')]",1587,90656,1.0,1.0,1.0,1.0
344,300,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'South Asia')]",945,90656,1.0,1.0,1.0,1.0
345,301,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Southeast Asia')]",664,90656,1.0,1.0,1.0,1.0
346,302,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Middle East & Anatolia')]",748,90656,1.0,1.0,1.0,1.0
347,303,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Oceania')]",697,90656,1.0,1.0,1.0,1.0
348,304,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",420,90656,1.0,1.0,1.0,1.0
349,305,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Caribbean')]",177,90656,1.0,1.0,1.0,1.0
350,306,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",125,90656,0.0,0.0,0.0,0.047619047619047616
351,307,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'North America')]",14562,90656,1.0,1.0,1.0,1.0
352,308,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Global')]",2671,90656,1.0,1.0,1.0,1.0
353,309,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Mediterranean Europe')]",3474,90656,1.0,1.0,1.0,1.0
354,310,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Northern/Western Europe')]",2789,90656,1.0,1.0,1.0,1.0
355,311,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Latin America')]",1471,90656,1.0,1.0,1.0,1.0
356,312,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'East Asia')]",963,90656,1.0,1.0,1.0,1.0
357,313,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'South Asia')]",600,90656,1.0,1.0,1.0,1.0
358,314,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Southeast Asia')]",659,90656,1.0,1.0,1.0,1.0
359,315,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Middle East & Anatolia')]",450,90656,1.0,1.0,1.0,1.0
360,316,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Oceania')]",547,90656,1.0,1.0,1.0,1.0
361,317,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",447,90656,1.0,1.0,1.0,1.0
362,318,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Caribbean')]",192,90656,0.0,1.0,1.0,0.5
363,319,"[('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",99,90656,0.0,0.0,0.0,0.08333333333333333
364,320,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'oven')]",6683,90656,1.0,1.0,1.0,1.0
365,321,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'pot')]",7508,90656,1.0,1.0,1.0,1.0
366,322,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'pan')]",3868,90656,1.0,1.0,1.0,1.0
367,323,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'no cook')]",1882,90656,1.0,1.0,1.0,1.0
368,324,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'barbecue')]",996,90656,1.0,1.0,1.0,1.0
369,325,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'air fryer')]",10,90656,0.0,0.0,0.0,0.0196078431372549
370,326,"[('HasFatLevel', 'Low Fat'), ('usesCookingMethod', 'microwave')]",889,90656,1.0,1.0,1.0,1.0
371,327,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'oven')]",20048,90656,1.0,1.0,1.0,1.0
372,328,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'pot')]",15533,90656,1.0,1.0,1.0,1.0
373,329,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'pan')]",13784,90656,1.0,1.0,1.0,1.0
374,330,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'no cook')]",1791,90656,1.0,1.0,1.0,1.0
375,331,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'barbecue')]",2982,90656,1.0,1.0,1.0,1.0
376,332,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'air fryer')]",17,90656,0.0,1.0,1.0,0.3333333333333333
377,333,"[('HasFatLevel', 'Medium Fat'), ('usesCookingMethod', 'microwave')]",2023,90656,1.0,1.0,1.0,1.0
378,334,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'oven')]",14630,90656,1.0,1.0,1.0,1.0
379,335,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'pot')]",11822,90656,1.0,1.0,1.0,1.0
380,336,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'pan')]",12764,90656,1.0,1.0,1.0,1.0
381,337,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'no cook')]",902,90656,1.0,1.0,1.0,1.0
382,338,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'barbecue')]",3107,90656,1.0,1.0,1.0,1.0
383,339,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'air fryer')]",18,90656,0.0,0.0,0.0,0.05555555555555555
384,340,"[('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'microwave')]",1298,90656,1.0,1.0,1.0,1.0
385,341,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'breakfast')]",2831,90656,1.0,1.0,1.0,1.0
386,342,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'lunch')]",7667,90656,1.0,1.0,1.0,1.0
387,343,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'dinner')]",10534,90656,1.0,1.0,1.0,1.0
388,344,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'snack')]",3995,90656,1.0,1.0,1.0,1.0
389,345,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'dessert')]",6988,90656,1.0,1.0,1.0,1.0
390,346,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'starter')]",7229,90656,1.0,1.0,1.0,1.0
391,347,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'brunch')]",3382,90656,1.0,1.0,1.0,1.0
392,348,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'drink')]",1409,90656,1.0,1.0,1.0,1.0
393,349,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'breakfast')]",2347,90656,1.0,1.0,1.0,1.0
394,350,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'lunch')]",9496,90656,1.0,1.0,1.0,1.0
395,351,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'dinner')]",22270,90656,1.0,1.0,1.0,1.0
396,352,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'snack')]",2958,90656,1.0,1.0,1.0,1.0
397,353,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'dessert')]",7781,90656,1.0,1.0,1.0,1.0
398,354,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'starter')]",4093,90656,1.0,1.0,1.0,1.0
399,355,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'brunch')]",3936,90656,1.0,1.0,1.0,1.0
400,356,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink')]",390,90656,1.0,1.0,1.0,1.0
401,357,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast')]",283,90656,1.0,1.0,1.0,1.0
402,358,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'lunch')]",1860,90656,1.0,1.0,1.0,1.0
403,359,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'dinner')]",6087,90656,1.0,1.0,1.0,1.0
404,360,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'snack')]",604,90656,1.0,1.0,1.0,1.0
405,361,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'dessert')]",1194,90656,1.0,1.0,1.0,1.0
406,362,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'starter')]",795,90656,1.0,1.0,1.0,1.0
407,363,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'brunch')]",713,90656,1.0,1.0,1.0,1.0
408,364,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'drink')]",50,90656,1.0,1.0,1.0,1.0
409,365,"[('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Vegetarian')]",14656,90656,1.0,1.0,1.0,1.0
410,366,"[('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Vegan')]",6215,90656,1.0,1.0,1.0,1.0
411,367,"[('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Paleo')]",215,90656,0.0,1.0,1.0,0.5
412,368,"[('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Standard')]",14132,90656,1.0,1.0,1.0,1.0
413,369,"[('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Vegetarian')]",12589,90656,1.0,1.0,1.0,1.0
414,370,"[('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Vegan')]",2211,90656,1.0,1.0,1.0,1.0
415,371,"[('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Paleo')]",656,90656,1.0,1.0,1.0,1.0
416,372,"[('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Standard')]",27111,90656,1.0,1.0,1.0,1.0
417,373,"[('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegetarian')]",1880,90656,1.0,1.0,1.0,1.0
418,374,"[('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegan')]",280,90656,1.0,1.0,1.0,1.0
419,375,"[('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Paleo')]",273,90656,1.0,1.0,1.0,1.0
420,376,"[('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Standard')]",7127,90656,1.0,1.0,1.0,1.0
421,377,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'North America')]",17743,90656,1.0,1.0,1.0,1.0
422,378,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Global')]",5942,90656,1.0,1.0,1.0,1.0
423,379,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Mediterranean Europe')]",3369,90656,1.0,1.0,1.0,1.0
424,380,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Northern/Western Europe')]",2641,90656,1.0,1.0,1.0,1.0
425,381,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Latin America')]",1312,90656,1.0,1.0,1.0,1.0
426,382,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'East Asia')]",1304,90656,1.0,1.0,1.0,1.0
427,383,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'South Asia')]",867,90656,1.0,1.0,1.0,1.0
428,384,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Southeast Asia')]",489,90656,1.0,1.0,1.0,1.0
429,385,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Middle East & Anatolia')]",658,90656,0.0,1.0,1.0,0.3333333333333333
430,386,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Oceania')]",578,90656,1.0,1.0,1.0,1.0
431,387,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",350,90656,1.0,1.0,1.0,1.0
432,388,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Caribbean')]",149,90656,0.0,1.0,1.0,0.5
433,389,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",133,90656,0.0,1.0,1.0,0.2
434,390,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'North America')]",22509,90656,1.0,1.0,1.0,1.0
435,391,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Global')]",4486,90656,1.0,1.0,1.0,1.0
436,392,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Mediterranean Europe')]",4718,90656,1.0,1.0,1.0,1.0
437,393,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Northern/Western Europe')]",3552,90656,1.0,1.0,1.0,1.0
438,394,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Latin America')]",2069,90656,1.0,1.0,1.0,1.0
439,395,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'East Asia')]",1551,90656,1.0,1.0,1.0,1.0
440,396,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'South Asia')]",959,90656,1.0,1.0,1.0,1.0
441,397,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Southeast Asia')]",836,90656,1.0,1.0,1.0,1.0
442,398,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Middle East & Anatolia')]",715,90656,1.0,1.0,1.0,1.0
443,399,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Oceania')]",747,90656,1.0,1.0,1.0,1.0
444,400,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",553,90656,1.0,1.0,1.0,1.0
445,401,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Caribbean')]",254,90656,1.0,1.0,1.0,1.0
446,402,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",145,90656,0.0,1.0,1.0,0.3333333333333333
447,403,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'North America')]",4398,90656,1.0,1.0,1.0,1.0
448,404,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Global')]",819,90656,1.0,1.0,1.0,1.0
449,405,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Mediterranean Europe')]",1315,90656,1.0,1.0,1.0,1.0
450,406,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Northern/Western Europe')]",941,90656,1.0,1.0,1.0,1.0
451,407,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Latin America')]",536,90656,1.0,1.0,1.0,1.0
452,408,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'East Asia')]",441,90656,1.0,1.0,1.0,1.0
453,409,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'South Asia')]",218,90656,1.0,1.0,1.0,1.0
454,410,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Southeast Asia')]",271,90656,1.0,1.0,1.0,1.0
455,411,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Middle East & Anatolia')]",201,90656,1.0,1.0,1.0,1.0
456,412,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Oceania')]",233,90656,1.0,1.0,1.0,1.0
457,413,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",149,90656,0.0,1.0,1.0,0.5
