scenario_global_id,scenario_index_in_size,combo_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
ground_truth_size_1,185,1,"[('containsIngredient', 'BAGEL,PLN,TSTD, ENR W/CA PROP(INCLUDE ONION,POPPY,SESAME)')]",19,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,186,1,"[('containsIngredient', 'Hazelnut, roasted')]",22,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,187,1,"[('containsIngredient', 'CHEESE,COTTAGE,LOWFAT,2% MILKFAT')]",21,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,188,1,"[('containsIngredient', 'Swede boiled')]",17,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,189,1,"[('containsIngredient', 'CHEESE,COTTAGE,CRMD,LRG OR SML CURD')]",24,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,190,1,"[('containsIngredient', 'SILK CHAI,SOYMILK')]",17,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,191,1,"[('containsIngredient', 'BRUSSELS SPROUTS,FRZ,UNPREP')]",18,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,192,1,"[('containsIngredient', 'SEA BASS,MXD SP,CKD,DRY HEAT')]",24,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,193,1,"[('containsIngredient', 'SEEDS,SUNFLOWER SD KRNLS FROM SHELL,DRY RSTD,W/ SALT ADDED')]",17,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,194,1,"[('containsIngredient', 'Gherkins sour pickled')]",23,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,195,1,"[('containsIngredient', 'CHAYOTE,FRUIT,RAW')]",18,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,196,1,"[('containsIngredient', 'SEASONING MIX,DRY,TACO,ORIGINAL')]",20,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,197,1,"[('containsIngredient', 'MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D')]",18,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,198,1,"[('containsIngredient', 'HAM AND CHEESE SPREAD')]",16,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,199,1,"[('containsIngredient', 'Salmon tinned')]",21,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,200,1,"[('containsIngredient', 'COUSCOUS,DRY')]",24,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,201,1,"[('containsIngredient', 'VANILLA EXTRACT,IMITN,ALCOHOL')]",21,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,202,1,"[('containsIngredient', 'CLEMENTINES,RAW')]",18,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,203,1,"[('containsIngredient', 'LEMON JUC,CND OR BTLD')]",22,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,204,1,"[('containsIngredient', 'SILK PLN,SOYMILK')]",22,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,205,1,"[('containsIngredient', 'Shrimp paste trassie')]",22,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,206,1,"[('containsIngredient', 'CHICKPEAS,MATURE SEEDS,CND,SOL & LIQUIDS,LO NA')]",20,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,207,1,"[('containsIngredient', 'PUDDINGS,CHOC,DRY MIX,INST')]",17,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,208,1,"[('containsIngredient', 'TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY')]",26,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,209,1,"[('containsIngredient', 'ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP')]",27,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,210,1,"[('containsIngredient', 'PASSION-FRUIT JUC,YEL,RAW')]",25,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,211,1,"[('containsIngredient', 'BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW')]",25,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,212,1,"[('containsIngredient', 'Salad cheese')]",33,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,213,1,"[('containsIngredient', 'STRAWBERRIES,FRZ,SWTND,SLICED')]",25,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,214,1,"[('containsIngredient', 'BREAD STUFFING,BREAD,DRY MIX,PREP')]",28,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,215,1,"[('containsIngredient', 'Wallnut, shelled, dried')]",33,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,216,1,"[('containsIngredient', 'SAUCE,HOMEMADE,WHITE,THICK')]",38,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,217,1,"[('containsIngredient', 'BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD')]",38,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,218,1,"[('containsIngredient', 'ENGLISH MUFFINS,WHOLE-WHEAT')]",29,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,219,1,"[('containsIngredient', 'PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,CKD,BRSD')]",34,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,220,1,"[('containsIngredient', 'YAMBEAN (JICAMA),RAW')]",37,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,221,1,"[('containsIngredient', 'FLATFISH (FLOUNDER&SOLE SP),RAW')]",39,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,222,1,"[('containsIngredient', 'CANDIES,MILK CHOC COATD COFFEE BNS')]",31,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,223,1,"[('containsIngredient', 'QUESO COTIJA')]",35,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,224,1,"[('containsIngredient', 'Tomato beef raw')]",38,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,225,1,"[('containsIngredient', 'SALMON,SOCKEYE,CND,DRND SOL,WO/ SKN & BONES')]",36,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,226,1,"[('containsIngredient', 'YOGURT,GREEK,NON FAT,VANILLA,DANNON OIKOS')]",31,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,227,1,"[('containsIngredient', 'BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)')]",26,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,228,1,"[('containsIngredient', 'MORI-NU,TOFU,SILKEN,SOFT')]",33,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,229,1,"[('containsIngredient', 'TROUT,MIXED SPECIES,RAW')]",28,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,230,1,"[('containsIngredient', 'NOODLES,JAPANESE,SOBA,DRY')]",38,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,231,1,"[('containsIngredient', 'TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL')]",28,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,232,1,"[('containsIngredient', 'MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D')]",43,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,233,1,"[('containsIngredient', 'PICKLES,CUCUMBER,SOUR')]",48,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,234,1,"[('containsIngredient', 'ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)')]",47,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,235,1,"[('containsIngredient', 'BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW')]",47,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,236,1,"[('containsIngredient', 'BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD')]",51,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,237,1,"[('containsIngredient', 'PORK,CURED,HAM,STEAK,BNLESS,EX LN,UNHTD')]",52,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,238,1,"[('containsIngredient', 'PEARS,RAW,BARTLETT')]",56,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,239,1,"[('containsIngredient', 'BLACKBERRY JUC,CND')]",52,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,240,1,"[('containsIngredient', 'BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT')]",60,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,241,1,"[('containsIngredient', 'SQUASH,SMMR,ALL VAR,RAW')]",60,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,242,1,"[('containsIngredient', 'KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR')]",57,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,243,1,"[('containsIngredient', 'Courgettes raw')]",54,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,244,1,"[('containsIngredient', 'SORGHUM FLR,WHOLE-GRAIN')]",40,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,245,1,"[('containsIngredient', 'YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ')]",52,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,246,1,"[('containsIngredient', 'CHEESE,SWISS,LOW FAT')]",44,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,247,1,"[('containsIngredient', 'CORN FLR,MASA,UNENR,WHITE')]",61,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,248,1,"[('containsIngredient', 'PEARS,RAW,BOSC')]",40,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,249,1,"[('containsIngredient', 'BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW')]",44,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,250,1,"[('containsIngredient', 'CABBAGE,SAVOY,RAW')]",59,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,251,1,"[('containsIngredient', 'ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY')]",53,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,252,1,"[('containsIngredient', 'CHEESE SPRD,CRM CHS BASE')]",44,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,253,1,"[('containsIngredient', 'HADDOCK,RAW')]",41,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,254,1,"[('containsIngredient', 'PORK,CURED,BACON,PRE-SLICED,CKD,PAN-FRIED')]",54,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,255,1,"[('containsIngredient', 'RESTAURANT,FAMILY STYLE,HASH BROWNS')]",52,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,256,1,"[('containsIngredient', 'CARROTS,RAW')]",46,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,257,1,"[('containsIngredient', 'ARROWROOT FLOUR')]",91,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,258,1,"[('containsIngredient', 'PEPPERS,JALAPENO,RAW')]",76,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,259,1,"[('containsIngredient', 'BLOOD SAUSAGE')]",76,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,260,1,"[('containsIngredient', 'Radish, red, large')]",82,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,261,1,"[('containsIngredient', 'PRUNE PUREE')]",87,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,262,1,"[('containsIngredient', 'CHICKPEA FLOUR (BESAN)')]",86,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,263,1,"[('containsIngredient', 'NECTARINES,RAW')]",62,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,264,1,"[('containsIngredient', 'SPINACH,RAW')]",85,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,265,1,"[('containsIngredient', 'COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)')]",101,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,266,1,"[('containsIngredient', 'TOPPINGS,MARSHMLLW CRM')]",105,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,267,1,"[('containsIngredient', 'DATES,DEGLET NOOR')]",95,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,268,1,"[('containsIngredient', 'Parsnip raw')]",92,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,269,1,"[('containsIngredient', 'BEEF,LOIN,TENDERLOIN STK,BNLESS,L & F,0"" F,CHOIC,CKD,GRLLED')]",65,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,270,1,"[('containsIngredient', 'Figs, dried, Aydın, from highland')]",68,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,271,1,"[('containsIngredient', 'LAMB,NZ,IMP,LEG CHOP/STEAK,BONE-IN,LN,RAW')]",73,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,272,1,"[('containsIngredient', 'SAUCE,SOFRITO,PREP FROM RECIPE')]",104,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,273,1,"[('containsIngredient', 'EDAMAME,FRZ,PREP')]",69,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,274,1,"[('containsIngredient', 'CRANBERRY JUC,UNSWTND')]",93,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,275,1,"[('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER')]",101,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,276,1,"[('containsIngredient', 'BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT')]",96,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,277,1,"[('containsIngredient', 'POMEGRANATES,RAW')]",61,90656,0.0,1.0,1.0,0.5
ground_truth_size_1,278,1,"[('containsIngredient', 'CATFISH,CHANNEL,FARMED,RAW')]",80,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,279,1,"[('containsIngredient', 'Okra raw')]",97,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,280,1,"[('containsIngredient', 'CEREALS,OATS,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT')]",76,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,281,1,"[('containsIngredient', 'SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE)')]",85,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,282,1,"[('containsIngredient', 'CHERRIES,SWEET,RAW')]",62,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,283,1,"[('containsIngredient', 'CHEESE,MOZZARELLA,NON-FAT')]",148,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,284,1,"[('containsIngredient', 'TOFU,FRIED')]",128,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,285,1,"[('containsIngredient', 'Anchovy raw')]",125,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,286,1,"[('containsIngredient', 'Raisin, seedless, Sultaniye, dried')]",134,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,287,1,"[('containsIngredient', 'CHEESE,CREAM,FAT FREE')]",140,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,288,1,"[('containsIngredient', 'PLUMS,RAW')]",107,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,289,1,"[('containsIngredient', 'LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW')]",113,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,290,1,"[('containsIngredient', 'PIE FILLINGS,CND,CHERRY')]",139,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,291,1,"[('containsIngredient', 'POTATOES,RED,FLESH & SKN,RAW')]",164,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,292,1,"[('containsIngredient', 'BISCUITS,PLN OR BTTRMLK,DRY MIX,PREP')]",167,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,293,1,"[('containsIngredient', 'CABBAGE,RED,RAW')]",157,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,294,1,"[('containsIngredient', 'Redcurrants')]",149,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,295,1,"[('containsIngredient', 'FENUGREEK SEED')]",112,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,296,1,"[('containsIngredient', 'Kiwi')]",109,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,297,1,"[('containsIngredient', 'Paprika powder')]",123,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,298,1,"[('containsIngredient', 'BACON BITS,MEATLESS')]",163,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,299,1,"[('containsIngredient', 'CROUTONS,PLAIN')]",122,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,300,1,"[('containsIngredient', 'CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD')]",148,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,301,1,"[('containsIngredient', 'SALAD DRSNG,KRAFT MAYO LT MAYO')]",162,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,302,1,"[('containsIngredient', 'MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D')]",150,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,303,1,"[('containsIngredient', 'SOUR CREAM,REDUCED FAT')]",112,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,304,1,"[('containsIngredient', 'ALCOHOLIC BEV,WINE,DSSRT,SWT')]",130,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,305,1,"[('containsIngredient', 'PACE,THICK & CHUNKY SALSA')]",152,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,306,1,"[('containsIngredient', 'YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ')]",124,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,307,1,"[('containsIngredient', 'RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD')]",141,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,308,1,"[('containsIngredient', 'BLUEBERRIES,WILD,FRZ')]",119,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,309,1,"[('containsIngredient', 'BURGER KING,HAMBURGER')]",181,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,310,1,"[('containsIngredient', 'MUSHROOMS,SHIITAKE,RAW')]",210,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,311,1,"[('containsIngredient', 'BREAD,WHEAT GERM')]",195,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,312,1,"[('containsIngredient', 'CHICKEN,GROUND,RAW')]",197,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,313,1,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW')]",224,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,314,1,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED')]",232,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,315,1,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP')]",250,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,316,1,"[('containsIngredient', 'Rocket, arrugula')]",224,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,317,1,"[('containsIngredient', 'SOUP,CHICK BROTH,CND,LESS/REDUCED NA')]",272,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,318,1,"[('containsIngredient', 'PIMENTO,CANNED')]",291,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,319,1,"[('containsIngredient', 'Cabbage sauerkraut raw')]",256,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,320,1,"[('containsIngredient', 'GELATINS,DRY PDR,UNSWTND')]",226,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,321,1,"[('containsIngredient', 'ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF')]",159,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,322,1,"[('containsIngredient', 'CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS')]",235,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,323,1,"[('containsIngredient', 'SCALLOP,(BAY&SEA),CKD,STMD')]",184,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,324,1,"[('containsIngredient', 'QUINOA,UNCKD')]",283,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,325,1,"[('containsIngredient', 'BARLEY,PEARLED,COOKED')]",173,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,326,1,"[('containsIngredient', 'Lettuce, crisp')]",186,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,327,1,"[('containsIngredient', 'MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D')]",263,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,328,1,"[('containsIngredient', 'RHUBARB,RAW')]",239,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,329,1,"[('containsIngredient', 'CRABAPPLES,RAW')]",186,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,330,1,"[('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),NOT SWTND')]",168,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,331,1,"[('containsIngredient', 'CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW')]",243,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,332,1,"[('containsIngredient', 'MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW')]",226,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,333,1,"[('containsIngredient', 'CRUSTACEANS,SHRIMP,UNTREATED,RAW')]",186,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,334,1,"[('containsIngredient', 'CHEESE,BLUE')]",406,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,335,1,"[('containsIngredient', 'CARAWAY SEED')]",341,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,336,1,"[('containsIngredient', 'Lentils red boiled')]",339,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,337,1,"[('containsIngredient', 'SILK VANILLA,SOYMILK')]",371,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,338,1,"[('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP')]",392,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,339,1,"[('containsIngredient', 'WHEAT FLR,WHITE,CAKE,ENR')]",376,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,340,1,"[('containsIngredient', 'SUGAR,TURBINADO')]",286,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,341,1,"[('containsIngredient', 'MARMALADE,ORANGE')]",365,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,342,1,"[('containsIngredient', 'SAUSAGE,ITALIAN,PORK,RAW')]",464,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,343,1,"[('containsIngredient', 'Chicken, thigh')]",506,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,344,1,"[('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA')]",435,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,345,1,"[('containsIngredient', 'COFFEE,INST,W/CHICORY,PDR')]",364,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,346,1,"[('containsIngredient', 'CHOCOLATE,DK,60-69% CACAO SOL')]",276,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,347,1,"[('containsIngredient', 'TOFU YOGURT')]",313,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,348,1,"[('containsIngredient', 'CHEESE FD,COLD PK,AMERICAN')]",326,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,349,1,"[('containsIngredient', 'PUMPKIN PIE SPICE')]",469,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,350,1,"[('containsIngredient', 'BEANS,PINTO,MATURE SEEDS,RAW')]",322,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,351,1,"[('containsIngredient', 'EGG,WHL,CKD,HARD-BOILED')]",399,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,352,1,"[('containsIngredient', 'SMOKED LINK SAUSAGE,PORK')]",448,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,353,1,"[('containsIngredient', 'KASHI PESTO PASTA PRIMAVERA,FRZ,UNPREP')]",409,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,354,1,"[('containsIngredient', 'PEANUT BUTTER W/ OMEGA-3,CREAMY')]",287,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,355,1,"[('containsIngredient', 'CHEESE,CHEDDAR,NONFAT OR FAT FREE')]",360,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,356,1,"[('containsIngredient', 'CRANBERRIES,RAW')]",386,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,357,1,"[('containsIngredient', 'Pepper red hot paste')]",335,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,358,1,"[('containsIngredient', 'SEEDS,FLAXSEED')]",375,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,359,1,"[('containsIngredient', 'SPAGHETTI,WHOLE-WHEAT,DRY')]",298,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,360,1,"[('containsIngredient', 'SESAME SEEDS,WHOLE,DRIED')]",924,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,361,1,"[('containsIngredient', 'Eggplant, aubergine, long')]",670,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,362,1,"[('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO')]",705,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,363,1,"[('containsIngredient', 'Corn, sweet')]",811,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,364,1,"[('containsIngredient', 'MOLASSES')]",812,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,365,1,"[('containsIngredient', 'CLOVES,GROUND')]",860,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,366,1,"[('containsIngredient', 'EGG SUBSTITUTE,POWDER')]",524,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,367,1,"[('containsIngredient', 'LEEKS,(BULB&LOWER LEAF-PORTION),RAW')]",812,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,368,1,"[('containsIngredient', 'Pasta white raw')]",1073,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,369,1,"[('containsIngredient', 'Broccoli')]",1206,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,370,1,"[('containsIngredient', 'Cabbage, white')]",1030,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,371,1,"[('containsIngredient', 'Pineapple')]",915,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,372,1,"[('containsIngredient', 'CANDIES,MARSHMALLOWS')]",487,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,373,1,"[('containsIngredient', 'CEREALS,QUAKER,QUICK OATS,DRY')]",548,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,374,1,"[('containsIngredient', 'CHEESE,RICOTTA,WHOLE MILK')]",627,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,375,1,"[('containsIngredient', 'YOGURT,GREEK,PLN,NONFAT')]",1140,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,376,1,"[('containsIngredient', 'RICE,BROWN,LONG-GRAIN,RAW')]",613,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,377,1,"[('containsIngredient', 'CHICKEN,MEATLESS')]",921,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,378,1,"[('containsIngredient', 'Potato,yellow, Marfona, Granola, Marabel')]",1063,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,379,1,"[('containsIngredient', 'CHEESE,PAST PROCESS,SWISS')]",981,90656,1.0,1.0,1.0,1.0
