scenario_global_id,scenario_index_in_size,combo_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
ground_truth_size_2,298,2,"[('containsIngredient', ""CAMPBELL'S HOMESTYLE HARVEST TOMATO W/ BASIL SOUP""), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,299,2,"[('containsIngredient', 'PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,CKD,RSTD'), ('containsIngredient', 'Salt sea')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,300,2,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL'), ('containsIngredient', 'Lettuce, crisp')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,301,2,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL'), ('containsIngredient', 'Sweet pepper green raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,302,2,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL'), ('containsIngredient', 'Salt sea')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,303,2,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,304,2,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL'), ('containsIngredient', 'CUMIN SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,305,2,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL'), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,306,2,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL'), ('containsIngredient', 'Sweet pepper green raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,307,2,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL'), ('containsIngredient', 'PAPRIKA')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,308,2,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL'), ('containsIngredient', 'Salt sea')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,309,2,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL'), ('containsIngredient', 'GARLIC POWDER')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,310,2,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL'), ('containsIngredient', 'CUMIN SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,311,2,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,312,2,"[('containsIngredient', 'CHICKEN,STEWING,MEAT ONLY,RAW'), ('containsIngredient', 'Chicken, thigh')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,313,2,"[('containsIngredient', 'CHICKEN,STEWING,MEAT ONLY,RAW'), ('containsIngredient', 'GARLIC POWDER')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,314,2,"[('containsIngredient', 'CHICKEN,STEWING,MEAT ONLY,RAW'), ('containsIngredient', 'ONIONS,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,315,2,"[('containsIngredient', 'CHICKEN,STEWING,MEAT ONLY,RAW'), ('containsIngredient', 'Celery, stem')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,316,2,"[('containsIngredient', 'PEPPERS,HUNGARIAN,RAW'), ('containsIngredient', 'NECTARINES,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,317,2,"[('containsIngredient', 'PEPPERS,HUNGARIAN,RAW'), ('containsIngredient', 'SUGAR,TURBINADO')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,318,2,"[('containsIngredient', 'PEPPERS,HUNGARIAN,RAW'), ('containsIngredient', 'Salt sea')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,319,2,"[('containsIngredient', 'PEPPERS,HUNGARIAN,RAW'), ('containsIngredient', 'GARLIC POWDER')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,320,2,"[('containsIngredient', 'PEPPERS,HUNGARIAN,RAW'), ('containsIngredient', 'ONIONS,RAW')]",1,90656,0.0,1.0,1.0,0.5
ground_truth_size_2,321,2,"[('containsIngredient', 'NUTS,WALNUTS,GLAZED'), ('containsIngredient', 'CHEESE,BLUE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,322,2,"[('containsIngredient', 'NUTS,WALNUTS,GLAZED'), ('containsIngredient', 'MARMALADE,ORANGE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,323,2,"[('containsIngredient', 'NUTS,WALNUTS,GLAZED'), ('containsIngredient', 'Pineapple')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,324,2,"[('containsIngredient', 'NUTS,WALNUTS,GLAZED'), ('containsIngredient', 'PECANS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,325,2,"[('containsIngredient', 'NUTS,WALNUTS,GLAZED'), ('containsIngredient', 'Cinnamon powder')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,326,2,"[('containsIngredient', 'MACARONI,DRY,ENR'), ('containsIngredient', 'Pasta white raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,327,2,"[('containsIngredient', 'MACARONI,DRY,ENR'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,328,2,"[('containsIngredient', 'MACARONI,DRY,ENR'), ('containsIngredient', 'Salt sea')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,329,2,"[('containsIngredient', 'MACARONI,DRY,ENR'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,330,2,"[('containsIngredient', 'MACARONI,DRY,ENR'), ('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,331,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'FENUGREEK SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,332,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'Lentils red boiled')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,333,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'Eggplant, aubergine, long')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,334,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'RICE,BROWN,LONG-GRAIN,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,335,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'TURMERIC,GROUND')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,336,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'Salt sea')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,337,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'GARLIC POWDER')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,338,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'ONIONS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,339,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'Cinnamon powder')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,340,2,"[('containsIngredient', 'LENTILS,RAW'), ('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,341,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'MILK,WHL,3.25% MILKFAT,WO/ ADDED VIT A & VITAMIN D')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,342,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'LEEKS,(BULB&LOWER LEAF-PORTION),RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,343,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'ASPARAGUS,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,344,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,345,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'Flour wheat white')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,346,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'ONIONS,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,347,2,"[('containsIngredient', 'HADDOCK,SMOKED'), ('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,348,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'Lettuce, crisp')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,349,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'Cabbage, white')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,350,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'ONIONS,YOUNG GRN,TOPS ONLY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,351,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'CORNSTARCH')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,352,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'Soy sauce salt')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,353,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'Salt sea')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,354,2,"[('containsIngredient', 'Monosodium glutamate Ve-tsin'), ('containsIngredient', 'ONIONS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,355,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'CLOVES,GROUND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,356,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'YOGURT,GREEK,PLN,NONFAT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,357,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'TURMERIC,GROUND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,358,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'PAPRIKA')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,359,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,360,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,361,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'ONIONS,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,362,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'Cinnamon powder')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,363,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,364,2,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,365,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'Lentils red boiled')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,366,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,367,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'Onion, purple, dried')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,368,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'Sweet pepper green raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,369,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,370,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'GARLIC POWDER')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,371,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'ONIONS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,372,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'Celery, stem')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,373,2,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL'), ('containsIngredient', 'CUMIN SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,374,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'SILK LT VANILLA,SOYMILK')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,375,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,376,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,377,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'SEEDS,FLAXSEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,378,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'EGG SUBSTITUTE,POWDER')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,379,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'Salt sea')]",1,90656,0.0,1.0,1.0,0.2
ground_truth_size_2,380,2,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX'), ('containsIngredient', 'ONIONS,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,381,2,"[('containsIngredient', 'GUAVAS,COMMON,RAW'), ('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,382,2,"[('containsIngredient', 'GUAVAS,COMMON,RAW'), ('containsIngredient', 'CORNSTARCH')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,383,2,"[('containsIngredient', 'GUAVAS,COMMON,RAW'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,384,2,"[('containsIngredient', 'GUAVAS,COMMON,RAW'), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,385,2,"[('containsIngredient', 'GUAVAS,COMMON,RAW'), ('containsIngredient', 'Flour wheat white')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,386,2,"[('containsIngredient', 'FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE'), ('containsIngredient', 'PUMPKIN PIE SPICE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,387,2,"[('containsIngredient', 'FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE'), ('containsIngredient', 'YOGURT,GREEK,PLN,NONFAT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,388,2,"[('containsIngredient', 'FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE'), ('containsIngredient', 'RAISINS,SEEDED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,389,2,"[('containsIngredient', 'CANDIES,MR. GOODBAR CHOC BAR'), ('containsIngredient', 'TOPPINGS,MARSHMLLW CRM')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,390,2,"[('containsIngredient', 'CANDIES,MR. GOODBAR CHOC BAR'), ('containsIngredient', 'Salt sea')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,391,2,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL'), ('containsIngredient', 'Sweet pepper green raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,392,2,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,393,2,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL'), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,394,2,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL'), ('containsIngredient', 'ONIONS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,395,2,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,396,2,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL'), ('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,397,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'Corn, sweet')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,398,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'Cabbage, white')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,399,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,400,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'Salt sea')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,401,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'ONIONS,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,402,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,403,2,"[('containsIngredient', 'Potato croquettes frozen prepared'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,404,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'MUSHROOMS,SHIITAKE,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,405,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'EGG,WHL,CKD,HARD-BOILED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,406,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'Broccoli')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,407,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'MUSTARD,PREPARED,YELLOW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,408,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'ONIONS,YOUNG GRN,TOPS ONLY')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,409,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'Salt sea')]",1,90656,0.0,0.0,0.0,0.03125
ground_truth_size_2,410,2,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV'), ('containsIngredient', 'ONIONS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,411,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'MOLASSES')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,412,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'Pineapple')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,413,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,414,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,415,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'Salt sea')]",3,90656,0.0,1.0,1.0,0.5
ground_truth_size_2,416,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'Flour wheat white')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,417,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'Cinnamon powder')]",1,90656,0.0,1.0,1.0,0.3333333333333333
ground_truth_size_2,418,2,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)'), ('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,419,2,"[('containsIngredient', 'Cassava raw'), ('containsIngredient', 'PEANUT BUTTER W/ OMEGA-3,CREAMY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,420,2,"[('containsIngredient', 'Cassava raw'), ('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,421,2,"[('containsIngredient', 'Cassava raw'), ('containsIngredient', 'Flour rice')]",1,90656,0.0,1.0,1.0,0.5
ground_truth_size_2,422,2,"[('containsIngredient', 'Cassava raw'), ('containsIngredient', 'Salt sea')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,423,2,"[('containsIngredient', 'Cassava raw'), ('containsIngredient', 'ONIONS,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,424,2,"[('containsIngredient', ""MCDONALD'S,HASH BROWN""), ('containsIngredient', ""POTATOES,O'BRIEN,HOME-PREPARED"")]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,425,2,"[('containsIngredient', ""MCDONALD'S,HASH BROWN""), ('containsIngredient', 'EGG SUBSTITUTE,POWDER')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,426,2,"[('containsIngredient', ""MCDONALD'S,HASH BROWN""), ('containsIngredient', 'Sweet pepper green raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,427,2,"[('containsIngredient', ""MCDONALD'S,HASH BROWN""), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,428,2,"[('containsIngredient', ""MCDONALD'S,HASH BROWN""), ('containsIngredient', 'ONIONS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,429,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'BLACKBERRY JUC,CND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,430,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'POMEGRANATES,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,431,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'QUINOA,UNCKD')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,432,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'CLOVES,GROUND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,433,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'Pineapple')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,434,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'PECANS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,435,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'Flour rice')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,436,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'Salt sea')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,437,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'RAISINS,SEEDED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,438,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'Cinnamon powder')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,439,2,"[('containsIngredient', 'WALNUTS,ENGLISH'), ('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,440,2,"[('containsIngredient', 'CHICKEN,DK MEAT,THIGH,MEAT ONLY,ENHANCED,RAW'), ('containsIngredient', 'YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,441,2,"[('containsIngredient', 'CHICKEN,DK MEAT,THIGH,MEAT ONLY,ENHANCED,RAW'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW')]",1,90656,1.0,1.0,1.0,1.0
